phrase,thing,t_s,t_e,place,p_s,p_e,rating
my grape nuts milk at Krem was sucked,grape nuts  milk,-1,16,Krem,22,27,sucked
the clams at Sodexo America Llc is acceptable,clams ,4,11,Sodexo America Llc,13,32,acceptable
I thought the cold consomme armenonville at Nuts On Clark was bad,cold consomme armenonville,14,41,Nuts On Clark,44,58,bad
I thought the cheese cake with strawberry sauce at Dollar Tree Stores was good,cheese cake with strawberry sauce,14,48,Dollar Tree Stores ,51,71,good
I thought the ris de veau bergre at Los Tacos Express Inc was good,ris de veau bergre,14,33,Los Tacos Express Inc,36,58,good
See Thru Chinese Kitchen's jordgubb glace is decent,jordgubb glace,27,42,See Thru Chinese Kitchen,0,25,decent
The Original Sallys Pancake H's roastbeef au jus potatoes chateaubriand assorted vegetables is was bomb,roastbeef au jus potatoes chateaubriand assorted vegetables,32,92,The Original Sallys Pancake H,0,30,was bomb
coquille de grenouilles au champignon frais Ap Deli acceptable,coquille de grenouilles au champignon frais,0,44,Ap Deli ,44,53,acceptable
my guadarali blend coffee with whipped cream at Jordan Elementary School was delicious,guadarali blend coffee with whipped cream,3,45,Jordan Elementary School,48,73,delicious
my sago pudding fruit sauce at Gateway To Learning Special Ed was not that good,sago pudding fruit sauce,3,28,Gateway To Learning Special Ed,31,62,not that good
Rosas Tamales flamb dessert decent,flamb dessert ,14,29,Rosas Tamales,0,14,decent
the rye at th Shell Food Mart is decent,rye ,4,9,th Shell Food Mart,11,30,decent
the crackers and gruyere at Joy Yee Noodle is not that good,crackers and gruyere,4,25,Joy Yee Noodle,28,43,not that good
the kalbspiccata mailnderart auf spaghetti I had at Kedzie Gas was delicious,kalbspiccata mailnderart auf spaghetti,4,43,Kedzie Gas,52,63,delicious
potted sirloin steak en casserole a la fleischmann S Halsted Food And Liquors Inc sucked,potted sirloin steak en casserole a la fleischmann,0,51, S Halsted Food And Liquors Inc,50,82,sucked
cassereolette of lobster Churchs Chicken okay,cassereolette of lobster,0,25,Churchs Chicken  ,-1,17,okay
the coupe esperance at Yvolinas Tamalesgroceries is delicious,coupe esperance,4,20,Yvolinas Tamalesgroceries,23,49,delicious
I thought the cold sliced meat bologne sausage at Birrieria Ocotlan was not that good,cold sliced meat bologne sausage,14,47,Birrieria Ocotlan,50,68,not that good
my pork tenderloin saute at E S was not that good,pork tenderloin saute,3,25,E  S,-1,4,not that good
Carmichaels Chicago Steak Hse's tomato and string bean salad is could have been better,tomato and string bean salad,32,61,Carmichaels Chicago Steak Hse,0,30,could have been better
Karachi Chat House Grill's chilled half grapefruit is was bomb,chilled half grapefruit,27,51,Karachi Chat House  Grill,-1,25,was bomb
I thought the steamed soft crabs at Jenis Splendid Ice Creams was good,steamed soft crabs,14,33,Jenis Splendid Ice Creams,36,62,good
my glace aux fruits selon saison at Shell was could have been better,glace aux fruits selon saison,3,33,Shell,36,42,could have been better
good subgum egg foo yong Mariscos Mi Lindo Bucerias,subgum egg foo yong,5,25,Mariscos Mi Lindo Bucerias,25,52,good
I thought the fine champagne liqueur brandy at Mccormick Place was acceptable,fine champagne liqueur brandy,14,44,Mccormick Place,47,63,acceptable
my broccoli broccoli with sliced lemon marinated with special sauce at Blazing Burger N Wings Llc was not that good,broccoli broccoli with sliced lemon marinated with special sauce,3,68,Blazing Burger N Wings Llc,71,98,not that good
westminster salad Michella Terrace tasty,westminster salad,0,18,Michella Terrace,18,35,tasty
the waldorfastoria coffee one pound can I had at Museum Of Science Industry Finnegans Ice Cream Parlor was good,waldorfastoria coffee one pound can ,4,41,Museum Of Science  Industry  Finnegans Ice Cream Parlor,-1,55,good
Ghareeb Nawaz Express's cheese crock per person is decent,cheese crock per person,24,48,Ghareeb Nawaz Express,0,22,decent
Crew Bar Grill's broile pontchartrain soft shell crab is tasty,broile pontchartrain soft shell crab,17,54,Crew Bar  Grill,-1,15,tasty
could have been better veal balls and green peas White Castle System Inc,veal balls and green peas,23,49,White Castle System Inc,49,73,could have been better
South Side Ymca Preschool fresh fruit plate mayan raspberry sherbet acceptable,fresh fruit plate mayan  raspberry sherbet,-1,42,South Side Ymca Preschool,0,26,acceptable
I thought the gulasch hongroise at Einstein Bros Bagels was not that bad,gulasch hongroise,14,32,Einstein Bros Bagels  ,-1,22,not that bad
butterscotch Aspira Early College sucked,butterscotch,0,13,Aspira Early College,13,34,sucked
the philadelphia squab on toast au cresson at Jellybean Learning Center is not that good,philadelphia squab on toast au cresson,4,43,Jellybean Learning Center,46,72,not that good
my orvieto amabile envasado en origen at Duffs Dogs was decent,orvieto amabile envasado en origen,3,38,Duffs Dogs,41,52,decent
the oyster pan roas at Ezzard Charles Daycare Center is bad,oyster pan roas,4,20,Ezzard Charles Daycare Center,23,53,bad
the green corn when in season at Care Bear Academy is sucked,green corn when in season,4,30,Care Bear Academy,33,51,sucked
the peaches or pears I had at El Cantante was was bomb,peaches or pears,4,21,El Cantante,30,42,was bomb
my poire mustapich sauce melba at Rinconcito Cubano Rest was sucked,poire mustapich sauce melba,3,31,Rinconcito Cubano Rest,34,57,sucked
not that good selection of hors doeuvre grand vatel Rock n Roll Noodle Company,selection of hors doeuvre grand vatel,14,52,Rock n Roll Noodle Company,52,79,not that good
Kite Mandarin Sushi's pommes jacket new bermuda potatoes is terrible,pommes jacket new bermuda potatoes,22,57,Kite Mandarin  Sushi,-1,20,terrible
the glace chanterelles at El Tequilas is could have been better,glace chanterelles,4,23,El Tequilas,26,38,could have been better
I thought the la croustade des gourmets at Cermak Produce was bad,la croustade des gourmets,14,40,Cermak Produce ,43,59,bad
tasty stuffed lobsterlobster stuffed with backfin crab meat Mcdonalds,stuffed lobsterlobster stuffed with backfin crab meat,6,60,Mcdonalds,60,70,tasty
I thought the abc beer at Greenline Food was delicious,abc beer,14,23,Greenline Food,26,41,delicious
Ruchi 's montrachet f chauvenet co is delicious,montrachet  f chauvenet  co,-1,27,Ruchi ,0,7,delicious
sucked nieren All Saints Episcopal Church,nieren,7,14,All Saints Episcopal Church,14,42,sucked
my cases of frogs legs at A Caring World Inc was acceptable,cases of frogs legs,3,23,A Caring World Inc,26,45,acceptable
Trike Thai Noodle Sushi saratoga star good,saratoga star,24,38,Trike Thai Noodle  Sushi,-1,24,good
La Michoacana's schweppes soda is bad,schweppes soda,16,31,La  Michoacana,-1,14,bad
I thought the jever at Rafael Magallon was good,jever,14,20,Rafael Magallon,23,39,good
the braised pompano at Pizzeria Aroma is bad,braised pompano,4,20,Pizzeria Aroma,23,38,bad
the grilled pork chops with apple sauce I had at Pasadita Express was not that bad,grilled pork chops with apple sauce,4,40,Pasadita Express,49,66,not that bad
the beef yorkshir p at Paladar is terrible,beef yorkshir p,4,20,Paladar,23,31,terrible
the filet de salmon sauce regent I had at Starbucks Coffee was acceptable,filet de salmon  sauce regent,-1,29,Starbucks Coffee ,42,60,acceptable
the braised saskatchewan buffalo hump at Act Kipp Create is could have been better,braised saskatchewan buffalo hump,4,38,Act Kipp Create,41,57,could have been better
the caffe pompeian brewed especially to flatter the management in their discriminating taste egg froth I had at Mcdonalds Restaurants was acceptable,caffe pompeian brewed especially to flatter the management in their discriminating taste egg froth,4,103,Mcdonalds Restaurants,112,134,acceptable
Mado Healthcaredouglas Park hot meat ball sandwich not that good,hot meat ball sandwich,28,51,Mado Healthcaredouglas Park,0,28,not that good
could have been better vinegar pickle Als Italian Beef Inc,vinegar pickle,23,38,Als Italian Beef Inc,38,59,could have been better
El Muchacho Alegre roderick dhu good,roderick dhu,19,32,El Muchacho Alegre,0,19,good
Big Bowl's pommes damour is was bomb,pommes damour,11,25,Big Bowl,0,9,was bomb
my calfs liver brochettes on toast at Northstar Coffee was good,calfs liver brochettes on toast,3,35,Northstar Coffee,38,55,good
chicken saute bourguignonne Lees Wok bad,chicken saute bourguignonne,0,28,Lees Wok,28,37,bad
Dharma Garden Restaurant melon med rkt skinka not that good,melon med rkt skinka,25,46,Dharma Garden Restaurant,0,25,not that good
pommes harlaem Mcdonalds bad,pommes harlaem,0,15,Mcdonalds,15,25,bad
my goblet of milk at Chicago Hilton Towers was bad,goblet of milk,3,18,Chicago Hilton  Towers,-1,22,bad
my prime chopped sirloin steak with potatoes at B B Q Patio was sucked,prime chopped sirloin steak with potatoes,3,45,B B Q Patio,48,60,sucked
I thought the fresh apple pie a la mode at Subway was was bomb,fresh apple pie a la mode,14,40,Subway,43,50,was bomb
Subway's baltimore hominy is good,baltimore hominy,9,26,Subway,0,7,good
Ap Deli Restaurant Group Inc's entre du jour is was bomb,entre du jour,31,45,Ap Deli Restaurant Group Inc,0,29,was bomb
I thought the gateau a la danemark at Jin Thai Cuisine was tasty,gateau a la danemark,14,35,Jin Thai Cuisine,38,55,tasty
Las Palmas's red bertani bardolino is okay,red bertani bardolino ,13,36,Las Palmas,0,11,okay
the carp en gelee I had at Henry O Tanner Elementary was was bomb,carp en gelee,4,18,Henry O Tanner Elementary,27,53,was bomb
the texasburger grilled hamburger with tomato I had at Rancho Grande Nutrition was delicious,texasburger grilled hamburger with tomato,4,46,Rancho Grande Nutrition,55,79,delicious
the baked oysters in shell florentine at Uptown Shop Save Inc is was bomb,baked oysters in shell florentine,4,38,Uptown Shop  Save Inc,-1,21,was bomb
the louis rooederer I had at Yates Elementary School was decent,louis rooederer,4,20,Yates Elementary School,29,53,decent
the jumbo squab toast at The Brixton is good,jumbo squab toast,4,22,The Brixton,25,37,good
Oysy's belles huitres spciales no is tasty,belles huitres spciales no ,7,35,Oysy,0,5,tasty
La Baguette Bakery's gilneys dry is bad,gilneys dry,21,33,La Baguette Bakery,0,19,bad
delicious vanilla ice cream with ruhm Au Bon Pain,vanilla ice cream with ruhm,10,38,Au Bon Pain,38,50,delicious
the bells yrs old scotch whiskey I had at Tots Express Learning Center was decent,bells  yrs old scotch whiskey,-1,29,Tots Express Learning Center,42,71,decent
my gateau princesse at Mcdonalds was bad,gateau princesse,3,20,Mcdonalds ,23,34,bad
my soup beef consomme cold at Schulze Burch Biscuit Co was not that bad,soup beef consomme cold,3,27,Schulze  Burch Biscuit Co,-1,25,not that bad
my neufchtel cheese at Chicago Riverwalk Ventures was bad,neufchtel cheese ,3,21,Chicago Riverwalk Ventures,23,50,bad
the framboisesfraises des bois I had at Oshaughnessys Public House was not that bad,framboisesfraises des bois,4,31,Oshaughnessys Public House,40,67,not that bad
the egg custard at Nana is sucked,egg custard,4,16,Nana,19,24,sucked
not that good cold sliced tongue with salad Suyos,cold sliced tongue with salad,14,44, Suyos,43,50,not that good
my small shrimp cocktail at Churchs Chicken was terrible,small shrimp cocktail,3,25,Churchs Chicken  ,-1,17,terrible
The Origina Ginos East Chicago broiled or fried halibut was bomb,broiled or fried halibut,31,56,The Origina Ginos East Chicago,0,31,was bomb
Goose Island Brewing Co rhubarb tartelette could have been better,rhubarb tartelette,24,43,Goose Island Brewing Co,0,24,could have been better
The New Three Happiness Inc's skane akvavit cl is tasty,skane akvavit cl,30,47,The New Three Happiness Inc,0,28,tasty
the pasticceria allitaliana I had at Loomis Food Market was terrible,pasticceria allitaliana,4,28,Loomis Food Market,37,56,terrible
Mellow Yellow's lobster a la norfolk is acceptable,lobster a la norfolk,16,37,Mellow Yellow,0,14,acceptable
Las Islas Marias union club whisky okay,union club whisky,17,35,Las Islas Marias,0,17,okay
my sopa de pollo americana at Roseland Senior Satellite Center was terrible,sopa de pollo americana,3,27,Roseland Senior Satellite Center,30,63,terrible
Captain Hooks Fish Chicken's grenadin of beef braised is acceptable,grenadin of beef braised,29,54,Captain Hooks Fish  Chicken,-1,27,acceptable
non plus ultra Lakefront Nursing Rehabilitation Center Llc okay,non plus ultra,0,15,Lakefront Nursing  Rehabilitation Center Llc,-1,44,okay
Happy Pizza's blackberry preserves is decent,blackberry preserves,14,35,Happy Pizza,0,12,decent
my baked stuffed tomatoes au risotto at Jaffa Bagel was delicious,baked stuffed tomatoes au risotto,3,37,Jaffa Bagel,40,52,delicious
my madeira at Tailgators was sucked, madeira,2,11,Tailgators,14,25,sucked
the sauteed prawns with hot pepper I had at Atomix Cafe was could have been better,sauteed prawns with hot pepper,4,35,Atomix Cafe,44,56,could have been better
strawberry cheesecake Tokyo Lunch Boxes Catering not that good,strawberry cheesecake,0,22,Tokyo Lunch Boxes  Catering,-1,27,not that good
I thought the ruby buttered beets at Cochan Volant was was bomb,ruby buttered beets,14,34,Cochan Volant,37,51,was bomb
I thought the green turtle at Fast Entertainment Inc was sucked,green turtle ,14,28,Fast Entertainment Inc,30,53,sucked
Vegan Now Inc's kennett square mushrooms in cream and chardonnay is okay,kennett square mushrooms in cream and chardonnay,16,65,Vegan Now Inc,0,14,okay
the kylling en cocotte stegt I had at Paleterias Monarca Corp was delicious,kylling en cocotte  stegt,-1,25,Paleterias Monarca Corp,38,62,delicious
good rack of spring lamb en casserole Miss Lee Good Food,rack of spring lamb en casserole,5,38,Miss Lee Good Food,38,57,good
Subway's lobster gratin is terrible,lobster gratin,9,24,Subway,0,7,terrible
seagrams seven Intelligentsia Coffee And Tea was bomb,seagrams seven,0,15,Intelligentsia Coffee And Tea,15,45,was bomb
the russian eggs with caviar I had at S M Food Market was not that good,russian eggs with caviar,4,29,S  M Food Market,-1,16,not that good
roast spring chicken au cresson Subway not that bad,roast spring chicken au cresson,0,32,Subway,32,39,not that bad
my scallops cocktail at Hot Diggity Dogs was acceptable,scallops cocktail,3,21,Hot Diggity Dogs,24,41,acceptable
scrambed eggs with ham Saint Cajetan okay,scrambed eggs with ham,0,23,Saint Cajetan,23,37,okay
K Town Food I Inc peperonata alla fiorentina tasty,peperonata alla fiorentina,18,45,K Town Food I Inc,0,18,tasty
the fried veal hearts at Il Giardino Del Dolce Inc is not that good,fried veal hearts,4,22,Il Giardino Del Dolce Inc,25,51,not that good
the coupe golden gate I had at El Fandango was acceptable,coupe golden gate,4,22,El Fandango,31,43,acceptable
Potbelly Sandwich Works's a salad of alaskan king crabmeat in a lettuce cup is not that bad,a salad of alaskan king crabmeat in a lettuce cup,26,76,Potbelly Sandwich Works,0,24,not that bad
Costco Wholesale bouquet de poisson tony tasty,bouquet de poisson tony,17,41,Costco Wholesale  ,-1,18,tasty
Oggi Trattoria Caffe's saumon au gratin is good,saumon au gratin,23,40,Oggi Trattoria  Caffe,-1,21,good
Dominos Pizza's new buttered potatoes is could have been better,new buttered potatoes,16,38,Dominos Pizza,0,14,could have been better
